Map Name,Layer Name,Layer Type,Data Source,Symbology Type,Colors Used (first 10),Uses Multiple Colors,Color Notes,Line Widths,Transparency,Estimated Contrast Issues,Labels Enabled,Font Name,Font Size,Font Bold,Font Color,Halo Enabled,Halo Color,Halo Size,Label Issues,Popup Enabled,Popup Fields Count,Popup Fields (sample),Min Scale,Max Scale,Extraction Notes
Layers,All City of Boulder Wildlife Closures,Feature,"Server=osmpgis,Instance=sdeRegulatory,Database Platform=SQL Server,User=OSMPGIS_DataReader,Version=dbo.DEFAULT (Traditional),Authentication Type=Database Authentication,Dataset=sdeRegulatory.DBO.Wildlife_Closures",SimpleRenderer,#ffaa00,No,,,,,Yes,,,No,,No,,,,Unknown,0,,,,Popup information not fully accessible programmatically - please verify in Map Properties
